ID_Tarefa,Nome_Tarefa,Evento,Etapa,Tempo_Estimado_Dias
TSK-CAS-010,"Montagem da mesa principal de doces, bolo e ambientação vegetal suspensa",Mini Wedding,Montagem,1
TSK-CAS-011,"Elaboração do Cronograma Minuto a Minuto do evento (receptivo, entrada, cortejo e festa)",Mini Wedding,Planejamento,10
TSK-CAS-012,"Alinhamento de entradas da cerimônia (Padrinhos, Pais, Noivos e Daminhas/Pajens)",Mini Wedding,Cerimonial,3
TSK-CAS-013,Ensaio geral de cortejo no local da cerimônia com padrinhos e noivos,Mini Wedding,Cerimonial,1
TSK-CAS-014,"Coordenação de camarim e receptivo VIP dos noivos, pais e padrinhos no dia",Mini Wedding,Execução,1
TSK-CAS-015,"Recepção e organização de fila de cumprimentos, brinde do casal e corte do bolo",Mini Wedding,Execução,1
TSK-CAS-016,Pagamento de taxas de legalidade e direitos autorais de execução musical (ECAD),Mini Wedding,Legalidades,7
TSK-CAS-017,Contratação de Seguro de Responsabilidade Civil para convidados e estrutura,Mini Wedding,Legalidades,10
TSK-CAS-018,"Degustação, aprovação e definição final do menu de buffet, finger foods e bar de drinks",Mini Wedding,Produção,20
TSK-CAS-019,Briefing e alinhamento do Rider Técnico com a equipe de sonorização e DJ/Banda,Mini Wedding,Produção,5
TSK-CAS-020,"Contratação de equipe de receptivo, garçons, brigadistas, segurança e manobristas",Mini Wedding,Operação,10
TSK-SEG-006,Oferecimento/Contratação de Seguro para Não Comparecimento dos Noivos/Anfitriões (por doença/força maior) em eventos sociais,Mini Wedding,Planejamento,3
TSK-CHK-013,"Conferência do Kit de Emergência do Anfitrião / Camarim (Costura rápida, remédios de caixa de primeiros socorros, pilhas, lenços e maquiagem)",Mini Wedding,Execução,1
TSK-CAS-PRE-001,"Definição do formato, orçamento e alinhamento do conceito da Despedida de Solteiro(a) / Chá Bar com padrinhos e noivos",Mini Wedding,Planejamento,15
TSK-CAS-PRE-002,"Reservas de hospedagem, passagens, transporte privativo ou espaço exclusivo para a Despedida de Solteiro(a)",Mini Wedding,Planejamento,10
TSK-CAS-PRE-003,"Elaboração da identidade visual temática, kits de boas-vindas, abadás/camisetas e mimos personalizados para a despedida",Mini Wedding,Comunicação,7
TSK-CAS-PRE-004,Gestão de arrecadação financeira e divisão de custos da despedida entre padrinhos/mães/amigos participantes,Mini Wedding,Planejamento,10
TSK-CAS-PRE-005,"Contratação de serviços de apoio para a despedida (DJ, barman, fotógrafo local, transfers e reservas em restaurantes/clubs)",Mini Wedding,Produção,7
TSK-CAS-PRE-006,Elaboração do roteiro detalhado e cronograma de atividades da Despedida de Solteiro(a),Mini Wedding,Planejamento,3
TSK-CAS-DAY-001,"Seleção e reserva do local para o Dia da Noiva e Dia do Noivo (Suíte de hotel, camarim da festa, residência ou salão exclusivo)",Mini Wedding,Planejamento,15
TSK-CAS-DAY-002,"Elaboração da minutagem rígorosa do Dia da Noiva/Noivo (Janelas de horário para cabelo/maquiagem da noiva, mães e madrinhas)",Mini Wedding,Planejamento,5
TSK-CAS-DAY-003,"Contratação do serviço de catering leve para a suíte (Brunch, petiscos, frutas, água, sucos e espumante/drinks sem excesso)",Mini Wedding,Produção,5
TSK-CAS-DAY-004,"Gestão de robes personalizados, cabides decorados e vestuário especial para o Making Of da noiva e noivo",Mini Wedding,Produção,5
TSK-CAS-DAY-005,"Coordenação de entrega e checagem no local do Making Of (Vestido de noiva, traje do noivo, véu, sapatos, alianças e buquê)",Mini Wedding,Execução,1
TSK-CAS-DAY-006,Acompanhamento de pontualidade da equipe de beleza e alinhamento com a equipe de fotografia/filmagem para o Making Of,Mini Wedding,Execução,1
TSK-CAS-DAY-007,"Supervisão do vestir da noiva/noivo, colocação do véu e momentos de revelação (First Look com pais/madrinhas)",Mini Wedding,Execução,1
TSK-CAS-DAY-008,Coordenação de transporte executivo/carro dos noivos para deslocamento pontual do Making Of até o local da cerimônia,Mini Wedding,Execução,1
TSK-CAS-001,"Criação da Identidade Visual, paleta de cores e monograma dos noivos",Casamento Civil,Planejamento,14
TSK-CAS-002,Desenho e diagramação do Save The Date e Convite Oficial (físico/digital),Casamento Civil,Comunicação,10
TSK-CAS-003,"Design de papelaria do dia (Menús de mesa, Cartões de mesa, Livro de Votos e Kits de Toalete)",Casamento Civil,Comunicação,7
TSK-CAS-004,Produção de mapa visual de assentos (Seating Chart) e sinalizações indicativas,Casamento Civil,Comunicação,5
TSK-CAS-005,Visita técnica ao local para elaboração da Planta Baixa e Layout 3D da cerimônia e festa,Casamento Civil,Planejamento,10
TSK-CAS-006,"Definição do projeto floral (espécies, arranjos de mesa, passarela e buquê)",Casamento Civil,Produção,15
TSK-CAS-007,"Curadoria e locação de mobiliários, toalhas de mesa, sousplats, louças e taças",Casamento Civil,Produção,12
TSK-CAS-008,"Projeto de iluminação cênica (ribaltas, varais de luz, iluminação de contraposição e focos florais)",Casamento Civil,Produção,8
TSK-CAS-009,"Montagem de estruturas cenográficas (nave, altar, túnel de luzes e fechamentos em tecido)",Casamento Civil,Montagem,2
TSK-CAS-010,"Montagem da mesa principal de doces, bolo e ambientação vegetal suspensa",Casamento Civil,Montagem,1
TSK-CAS-011,"Elaboração do Cronograma Minuto a Minuto do evento (receptivo, entrada, cortejo e festa)",Casamento Civil,Planejamento,10
TSK-CAS-012,"Alinhamento de entradas da cerimônia (Padrinhos, Pais, Noivos e Daminhas/Pajens)",Casamento Civil,Cerimonial,3
TSK-CAS-013,Ensaio geral de cortejo no local da cerimônia com padrinhos e noivos,Casamento Civil,Cerimonial,1
TSK-CAS-014,"Coordenação de camarim e receptivo VIP dos noivos, pais e padrinhos no dia",Casamento Civil,Execução,1
TSK-CAS-015,"Recepção e organização de fila de cumprimentos, brinde do casal e corte do bolo",Casamento Civil,Execução,1
TSK-CAS-016,Pagamento de taxas de legalidade e direitos autorais de execução musical (ECAD),Casamento Civil,Legalidades,7
TSK-CAS-017,Contratação de Seguro de Responsabilidade Civil para convidados e estrutura,Casamento Civil,Legalidades,10
TSK-CAS-018,"Degustação, aprovação e definição final do menu de buffet, finger foods e bar de drinks",Casamento Civil,Produção,20
TSK-CAS-019,Briefing e alinhamento do Rider Técnico com a equipe de sonorização e DJ/Banda,Casamento Civil,Produção,5
TSK-CAS-020,"Contratação de equipe de receptivo, garçons, brigadistas, segurança e manobristas",Casamento Civil,Operação,10
TSK-SEG-006,Oferecimento/Contratação de Seguro para Não Comparecimento dos Noivos/Anfitriões (por doença/força maior) em eventos sociais,Casamento Civil,Planejamento,3
TSK-CHK-013,"Conferência do Kit de Emergência do Anfitrião / Camarim (Costura rápida, remédios de caixa de primeiros socorros, pilhas, lenços e maquiagem)",Casamento Civil,Execução,1
TSK-CAS-PRE-001,"Definição do formato, orçamento e alinhamento do conceito da Despedida de Solteiro(a) / Chá Bar com padrinhos e noivos",Casamento Civil,Planejamento,15
TSK-CAS-PRE-002,"Reservas de hospedagem, passagens, transporte privativo ou espaço exclusivo para a Despedida de Solteiro(a)",Casamento Civil,Planejamento,10
TSK-CAS-PRE-003,"Elaboração da identidade visual temática, kits de boas-vindas, abadás/camisetas e mimos personalizados para a despedida",Casamento Civil,Comunicação,7
TSK-CAS-PRE-004,Gestão de arrecadação financeira e divisão de custos da despedida entre padrinhos/mães/amigos participantes,Casamento Civil,Planejamento,10
TSK-CAS-PRE-005,"Contratação de serviços de apoio para a despedida (DJ, barman, fotógrafo local, transfers e reservas em restaurantes/clubs)",Casamento Civil,Produção,7
TSK-CAS-PRE-006,Elaboração do roteiro detalhado e cronograma de atividades da Despedida de Solteiro(a),Casamento Civil,Planejamento,3
TSK-CAS-DAY-001,"Seleção e reserva do local para o Dia da Noiva e Dia do Noivo (Suíte de hotel, camarim da festa, residência ou salão exclusivo)",Casamento Civil,Planejamento,15
TSK-CAS-DAY-002,"Elaboração da minutagem rígorosa do Dia da Noiva/Noivo (Janelas de horário para cabelo/maquiagem da noiva, mães e madrinhas)",Casamento Civil,Planejamento,5
TSK-CAS-DAY-003,"Contratação do serviço de catering leve para a suíte (Brunch, petiscos, frutas, água, sucos e espumante/drinks sem excesso)",Casamento Civil,Produção,5
TSK-CAS-DAY-004,"Gestão de robes personalizados, cabides decorados e vestuário especial para o Making Of da noiva e noivo",Casamento Civil,Produção,5
TSK-CAS-DAY-005,"Coordenação de entrega e checagem no local do Making Of (Vestido de noiva, traje do noivo, véu, sapatos, alianças e buquê)",Casamento Civil,Execução,1
TSK-CAS-DAY-006,Acompanhamento de pontualidade da equipe de beleza e alinhamento com a equipe de fotografia/filmagem para o Making Of,Casamento Civil,Execução,1
TSK-CAS-DAY-007,"Supervisão do vestir da noiva/noivo, colocação do véu e momentos de revelação (First Look com pais/madrinhas)",Casamento Civil,Execução,1
TSK-CAS-DAY-008,Coordenação de transporte executivo/carro dos noivos para deslocamento pontual do Making Of até o local da cerimônia,Casamento Civil,Execução,1
